"OBJECTID"	"ID"	"ID_METODO_GEOPOSICIONAMENTO"	"ALTITUDE"	"TOPONIMIA"	"ID_GEOLOGO"	"DATA_CADASTRO"	"DIMENSAO"	"ID_TIPO_AFLORAMENTO"	"DESCRICAO"	"NUMERO_CAMPO"	"ID_SUREG"	"ID_CATEGORIA"	"ID_FOLHA"	"SHAPE"
46037601	194	3		"Cerca de 3Km à oeste do Povoado de Estrela do Norte"	364	17/01/06		8		"EB72"	0	2	1147	SDE.ST_POINT(1, 1, -40.613977, -18.3375743, -40.613977, -18.3375743, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@2f17a99e')
46037617	195	3		"Cerca de 1.5Km à oeste do Povoado de Estrela do Norte"	364	17/01/06		8		"EB73"	0	2	1147	SDE.ST_POINT(1, 1, -40.6003792, -18.3394328, -40.6003792, -18.3394328, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@6c0f745b')
46037633	196	3		"Cerca de 1.3Km ao sul da Fazenda Campo Verde"	364	17/01/06		8		"EB74"	0	2	1147	SDE.ST_POINT(1, 1, -40.5874754, -18.2960526, -40.5874754, -18.2960526, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@1d6e11fd')
46037649	197	3		"Cerca de 0.4Km ao sul da Fazenda Campo Verde"	364	17/01/06		8		"EB75"	0	2	1147	SDE.ST_POINT(1, 1, -40.5865743, -18.2885064, -40.5865743, -18.2885064, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@1975448d')
46037665	198	3		"Cerca de 1.5Km à sudoeste da Fazenda Formosa"	364	17/01/06		8		"EB76"	0	2	1147	SDE.ST_POINT(1, 1, -40.568094, -18.2624375, -40.568094, -18.2624375, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@b3c4564')
46037681	199	3		"Cerca de 1Km ao sul da Fazenda Formosa"	364	17/01/06		8		"EB77"	0	2	1147	SDE.ST_POINT(1, 1, -40.5573393, -18.2569594, -40.5573393, -18.2569594, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@1c8645f4')
46034225	92	3		"Cerca de 2,5Km a sudoeste da Vila de Santa Luzia do Norte"	364	03/01/06		15		"EC112"	0	2	1147	SDE.ST_POINT(1, 1, -40.6288731, -18.2194721, -40.6288731, -18.2194721, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@718a5e60')
46034241	93	3		"Cerca de 2Km à sudoeste da Vila de Santa Luzia do Norte"	364	03/01/06		4		"EC113"	0	2	1147	SDE.ST_POINT(1, 1, -40.6280051, -18.2206902, -40.6280051, -18.2206902, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@42683df0')
46034257	94	3		"Cerca de 2 Km à sudoeste da Vila de Santa Luzia do Norte"	364	03/01/06		15		"EC114"	0	2	1147	SDE.ST_POINT(1, 1, -40.6220824, -18.2233246, -40.6220824, -18.2233246, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@2b9647bc')
46034273	95	3		"Cerca de 5Km à noroeste da Vila de Cotaxé"	364	03/01/06		4		"EC115"	0	2	1147	SDE.ST_POINT(1, 1, -40.7551236, -18.1621328, -40.7551236, -18.1621328, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@5111edf')
46034289	96	3		"Cerca de 5,5Km à noroeste da Vila de Cotaxé"	364	03/01/06		4		"EC116"	0	2	1147	SDE.ST_POINT(1, 1, -40.7596076, -18.158767, -40.7596076, -18.158767, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@26cb2943')
46034305	97	3		"Cerca de 6Km à noroeste da Vila de Cotaxé"	364	03/01/06		4		"EC117"	0	2	1147	SDE.ST_POINT(1, 1, -40.7661275, -18.1595745, -40.7661275, -18.1595745, NULL, NULL, NULL, NULL, 0, 0, 4326, 'oracle.sql.BLOB@254f17d7')
