"OBJECTID","ID","ID_METODO_GEOPOSICIONAMENTO","ALTITUDE","TOPONIMIA","ID_GEOLOGO","DATA_CADASTRO","DIMENSAO","ID_TIPO_AFLORAMENTO","DESCRICAO","NUMERO_CAMPO","ID_SUREG","ID_CATEGORIA","ID_FOLHA","SHAPE"
46037489,187,3,,"Cerca de 1 Km a sudoeste da Fazenda Córrego do Sal",364,16/01/06,,15,,"EB46",0,2,1147,oracle.sql.STRUCT@b7f1ef7
46037505,188,3,,"Cerca de 3Km à sudoeste da Fazenda Córrego do Sal",364,16/01/06,,8,,"EB47",0,2,1147,oracle.sql.STRUCT@185eb857
46037521,189,3,,"Dentro do Retiro da Fazenda Xangaia",364,16/01/06,,8,,"EB48",0,2,1147,oracle.sql.STRUCT@1b7eed20
46037537,190,3,,"Cerca de 1Km à leste do Retiro da Fazenda Xangaia",364,16/01/06,,8,,"EB49",0,2,1147,oracle.sql.STRUCT@35b76c04
46037553,191,3,,"Cerca de 1Km à norte da Vila de Cotaxé",364,16/01/06,,8,,"EB50",0,2,1147,oracle.sql.STRUCT@46cc54e3
46037569,192,3,,"Cerca de 2Km à noroeste da Vila de Cotaxé",364,17/01/06,,8,,"EB51",0,2,1147,oracle.sql.STRUCT@2b3dc06d
46037585,193,3,,"Cerca de 5 Km à sudoeste da Fazenda Juazeiro",364,17/01/06,,8,,"EB52",0,2,1147,oracle.sql.STRUCT@47463fc7
46037601,194,3,,"Cerca de 3Km à oeste do Povoado de Estrela do Norte",364,17/01/06,,8,,"EB72",0,2,1147,oracle.sql.STRUCT@499fac67
46037617,195,3,,"Cerca de 1.5Km à oeste do Povoado de Estrela do Norte",364,17/01/06,,8,,"EB73",0,2,1147,oracle.sql.STRUCT@6dd082fb
46037633,196,3,,"Cerca de 1.3Km ao sul da Fazenda Campo Verde",364,17/01/06,,8,,"EB74",0,2,1147,oracle.sql.STRUCT@282b1984
46037649,197,3,,"Cerca de 0.4Km ao sul da Fazenda Campo Verde",364,17/01/06,,8,,"EB75",0,2,1147,oracle.sql.STRUCT@5ee5b341
46037665,198,3,,"Cerca de 1.5Km à sudoeste da Fazenda Formosa",364,17/01/06,,8,,"EB76",0,2,1147,oracle.sql.STRUCT@6aadc06e
46037681,199,3,,"Cerca de 1Km ao sul da Fazenda Formosa",364,17/01/06,,8,,"EB77",0,2,1147,oracle.sql.STRUCT@383509a
46034225,92,3,,"Cerca de 2,5Km a sudoeste da Vila de Santa Luzia do Norte",364,03/01/06,,15,,"EC112",0,2,1147,oracle.sql.STRUCT@73949e57
46034241,93,3,,"Cerca de 2Km à sudoeste da Vila de Santa Luzia do Norte",364,03/01/06,,4,,"EC113",0,2,1147,oracle.sql.STRUCT@1854df
46034257,94,3,,"Cerca de 2 Km à sudoeste da Vila de Santa Luzia do Norte",364,03/01/06,,15,,"EC114",0,2,1147,oracle.sql.STRUCT@4b25a02
46034273,95,3,,"Cerca de 5Km à noroeste da Vila de Cotaxé",364,03/01/06,,4,,"EC115",0,2,1147,oracle.sql.STRUCT@1d2ccd8e
46034289,96,3,,"Cerca de 5,5Km à noroeste da Vila de Cotaxé",364,03/01/06,,4,,"EC116",0,2,1147,oracle.sql.STRUCT@4a9d8e5a
46034305,97,3,,"Cerca de 6Km à noroeste da Vila de Cotaxé",364,03/01/06,,4,,"EC117",0,2,1147,oracle.sql.STRUCT@861857a
46034321,98,3,,"Cerca de 7Km à noroeste da Vila de Cotaxé",364,03/01/06,,4,,"EC118",0,2,1147,oracle.sql.STRUCT@1e15bc3e
46034337,99,3,,"Cerca de 3Km à sudeste da Vila de Muritiba",364,03/01/06,,5,,"EC119",0,2,1147,oracle.sql.STRUCT@652e52cf
46034353,100,3,,"Vila de Muritiba",364,03/01/06,,4,,"EC120",0,2,1147,oracle.sql.STRUCT@43e7ff6e
46034369,101,3,,"Cerca de 1Km ao Norte da Vila de Muritiba",364,03/01/06,,4,,"EC121",0,2,1147,oracle.sql.STRUCT@4729f83d
46034385,102,3,,"Cerca de 500 metros a leste da Vila de Muritiba",364,03/01/06,,9,,"EC122",0,2,1147,oracle.sql.STRUCT@74ee48aa
46034401,103,3,,"Cerca de 2Km à sudoeste da Vila de Muritiba",364,03/01/06,,9,Idem ao ponto EC122,"EC123",0,2,1147,oracle.sql.STRUCT@38b79fd4
46034417,104,3,,"Cerca de 4Km à sudoeste da Vila de Muritiba",364,03/01/06,,4,,"EC124",0,2,1147,oracle.sql.STRUCT@2c138d65
46034433,105,3,,"Cerca de 7Km à noroeste da Vila de Muritiba",364,03/01/06,,4,,"EC125",0,2,1147,oracle.sql.STRUCT@3e8d8605
46034449,106,3,,"Cerca de 2Km à oeste da Vila de Muritiba",364,04/01/06,,9,,"EC126",0,2,1147,oracle.sql.STRUCT@4aaf29f6
46034465,107,3,,"Cerca de 1,5Km ao norte da Vila de Muritiba",364,04/01/06,,4,,"EC127",0,2,1147,oracle.sql.STRUCT@4ee24648

